name,address,type_of_place,rating,reviews,contact,url
Metro Station Parking,"M782+PMX, Station Approach Road, Metro Vihar, Shastri Park, Jagjit Nagar, Delhi, 110031",parking-lots in india,4.0,(502),011 2256 1231,"https://www.google.com/maps/place/Metro+Station+Parking/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfcf9ff679359:0x6b761768a3c46648!8m2!3d28.6668685!4d77.2517407!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F1hm5zft90?entry=ttu"
Metro Parking,"METRO STATION-PATEL CHOWK, 20, Ashoka Rd, Janpath, Connaught Place, New Delhi, Delhi 110001",parking-lots in india,3.8,(92),011 2341 7910,"https://www.google.com/maps/place/Metro+Parking/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce2b4d5be8c0b:0xa6598c0a6b29ee90!8m2!3d28.6228443!4d77.2145453!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F124ss82dc?entry=ttu"
Trak Parking,"Plot 1109 G.T. Road Prakash Industrial Estate, Sahid Nagar, Ghaziabad, Uttar Pradesh 201006",parking-lots in india,3.1,(15),N/A,"https://www.google.com/maps/place/Trak+Parking/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfb013cc8a78d:0xe7a606d167ae74b1!8m2!3d28.676114!4d77.327885!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQ5wYXJraW5nX2dhcmFnZeABAA!16s%2Fg%2F1ptyjvkbv?entry=ttu"
MCD Parking Rani Bagh Market,"M4QH+GWP, 4205, Maharshi Dayanand Saraswati Chowk, Multani Mohalla, Sant Nagar, Rani Bagh, Pitampura, Delhi, 110034",parking-lots in india,3.5,(412),N/A,"https://www.google.com/maps/place/MCD+Parking+Rani+Bagh+Market/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d03c167ba059d:0xc01851dd43aa7226!8m2!3d28.6888891!4d77.1297443!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11c1q7qtjj?entry=ttu"
DMRC Parking Kohat Enclave Metro Station Parking Gate Number 1-Pitampura - Park+,"saheed jagat narain marg, near Kohat Enclave Parking Lot, MD Block, Dakshini Pitampura, Pitampura, Delhi, 110034",parking-lots in india,4.0,(4),N/A,"https://www.google.com/maps/place/DMRC+Parking+Kohat+Enclave+Metro+Station+Parking+Gate+Number+1-Pitampura+-+Park%2B/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d03d1e95dad9b:0x5aebf01c998b4580!8m2!3d28.6982449!4d77.1415956!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSARRwdWJsaWNfcGFya2luZ19zcGFjZeABAA!16s%2Fg%2F12hlfxg1n?entry=ttu"
The Indian School,"The Foundation School, Josip Broz Tito Marg, Sector 1, Sadiq Nagar, New Delhi, Delhi 110049",schools in india,3.9,(333),011 2626 5957,"https://www.google.com/maps/place/The+Indian+School/@28.6902941,76.8476927,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce247e49cbcf3:0x9cf3d6b46c62fdca!8m2!3d28.5565792!4d77.2284469!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F1txc5dx4?entry=ttu"
Manava Bharati India International School,"Panchsheel Park South, Panchsheel Park, New Delhi, Delhi 110017",schools in india,4.4,(219),011 2601 4515,"https://www.google.com/maps/place/Manava+Bharati+India+International+School/@28.6902941,76.8476927,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce18af77ebfff:0x24bcc2bafdd868ec!8m2!3d28.5409768!4d77.2162647!15sChBzY2hvb2xzIGluIGluZGlhkgEUaW50ZXJuYXRpb25hbF9zY2hvb2zgAQA!16s%2Fm%2F0gyw39k?entry=ttu"
Indirapuram Public School,"6, Road No. 5, Makanpur, Nyay Khand I, Indirapuram, Ghaziabad, Uttar Pradesh 201014",schools in india,4.2,(366),095609 94651,"https://www.google.com/maps/place/Indirapuram+Public+School/@28.6902941,76.8476927,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cfaca3b64c445:0xf8c43c9651c7c4c3!8m2!3d28.6410851!4d77.3536448!15sChBzY2hvb2xzIGluIGluZGlhkgENcHVibGljX3NjaG9vbOABAA!16s%2Fg%2F1tdc3ltf?entry=ttu"
Global Indian International School,"D-5, opp. Global Indian International School, Sector 71, Noida, Uttar Pradesh 201301",schools in india,4.4,(405),1800 572 2810,"https://www.google.com/maps/place/Global+Indian+International+School/@28.5920346,77.0742925,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cef7fed98e40d:0x3ad4e8c9d96baab8!8m2!3d28.5920346!4d77.3791631!15sChBzY2hvb2xzIGluIGluZGlhWhIiEHNjaG9vbHMgaW4gaW5kaWGSARRpbnRlcm5hdGlvbmFsX3NjaG9vbOABAA!16s%2Fg%2F1tdp_hxv?entry=ttu"
Indian Heritage School,"B-Block B-239, Priyadarshini Vihar, Laxmi Nagar, Delhi, 110092",schools in india,4.3,(32),011 4372 8800,"https://www.google.com/maps/place/Indian+Heritage+School/@28.5920346,77.0742925,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cfca508143555:0xc5042cbce0c8da57!8m2!3d28.642581!4d77.277806!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11c30vjk0r?entry=ttu"
Lotus Valley International school,"Expressway, Sector 126, Noida, Uttar Pradesh 201313",schools in india,4.5,(782),099109 52225,"https://www.google.com/maps/place/Lotus+Valley+International+school/@28.5920346,77.0742925,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce67736b141e7:0xf8c928e6a07a168f!8m2!3d28.538283!4d77.3449885!15sChBzY2hvb2xzIGluIGluZGlhkgEUaW50ZXJuYXRpb25hbF9zY2hvb2zgAQA!16s%2Fg%2F1q6jz59vw?entry=ttu"
Modern School,"J6HH+MMC, Barakhamba Rd, Todermal Road Area, Mandi House, New Delhi, Delhi 110001",schools in india,4.4,(538),011 2331 1618,"https://www.google.com/maps/place/Modern+School/@28.5920346,77.0742925,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cfd2df5854005:0x9e2fad1b984b932d!8m2!3d28.6291761!4d77.2291375!15sChBzY2hvb2xzIGluIGluZGlhkgEXZWR1Y2F0aW9uYWxfaW5zdGl0dXRpb27gAQA!16zL20vMDd2czNx?entry=ttu"
St. Columba's School,"No. 1, Ashok Place, Bhai Vir Singh Marg, Near Gole Dakhana, Gole Market, New Delhi, Delhi 110001",schools in india,4.7,(534),011 2336 3134,"https://www.google.com/maps/place/St.+Columba's+School/@28.5920346,77.0742925,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cfd51dc12c593:0xfa60d2a2bbe164a!8m2!3d28.6292997!4d77.2053156!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16zL20vMDhoenkx?entry=ttu"
Indian Public School,"R-132, Gali No.7, Sir Syed Rd, Batla House, Jamia Nagar, Okhla, New Delhi, Delhi 110025",schools in india,4.9,(278),078388 29037,"https://www.google.com/maps/place/Indian+Public+School/@28.5920346,77.0742925,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce542465f14b7:0xf84f23fe56fdbcbd!8m2!3d28.5690995!4d77.2851946!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11rk8zx0m2?entry=ttu"
"De Indian Public School, Rohini","Pocket 11, Sector-24, Rohini, Delhi, 110085",schools in india,4.1,(184),011 2705 0252,"https://www.google.com/maps/place/De+Indian+Public+School,+Rohini/@28.7291172,76.7828486,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d06c7ef71501b:0xf8535c667cf7ebed!8m2!3d28.7291172!4d77.0877192!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11hcysww4d?entry=ttu"
Don Bosco School,"G6HW+8H2, Alaknanda Rd, Mandakini Enclave, Al Qureshis, Alaknanda, New Delhi, Delhi 110019",schools in india,4.4,(376),011 2921 7712,"https://www.google.com/maps/place/Don+Bosco+School/@28.7291172,76.7828486,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce17cc0000001:0xd7d358c8c940aa50!8m2!3d28.5282534!4d77.2463909!15sChBzY2hvb2xzIGluIGluZGlhkgELaGlnaF9zY2hvb2zgAQA!16s%2Fm%2F027z5dx?entry=ttu"
The Shri Ram School,"THE SHRI RAM SCHOOL-VASANT VIHAR, D3 St, Block D, Vasant Vihar, New Delhi, Delhi 110057",schools in india,4.2,(133),011 2614 0884,"https://www.google.com/maps/place/The+Shri+Ram+School/@28.7291172,76.7828486,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1dac1b10f731:0xbe5056002ac174bf!8m2!3d28.5648782!4d77.1539292!15sChBzY2hvb2xzIGluIGluZGlhkgELaWNzZV9zY2hvb2zgAQA!16s%2Fm%2F04y7866?entry=ttu"
Colonel Satsangi's Kiran Memorial Public School,"Ansal Villas, Satbari, Chattarpur, New Delhi, Delhi 110074",schools in india,4.4,(527),098189 16004,"https://www.google.com/maps/place/Colonel+Satsangi's+Kiran+Memorial+Public+School/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1e0ec69548d9:0x21be4c03421ab48d!8m2!3d28.4736157!4d77.2066809!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fg%2F1wk6y4bs?entry=ttu"
Great india Public school,"R-Block, Guru Hargobind Singh Marg, Nihal Vihar, Nikhil Vihar, Nilothi, New Delhi, Delhi, 110041",schools in india,4.2,(5),085955 90077,"https://www.google.com/maps/place/Great+india+Public+school/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d05ba330de831:0x2f23d1b40e76f5b1!8m2!3d28.6566965!4d77.0664602!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11g20hk1t6?entry=ttu"
Delhi Public School Vasant Kunj,"Rd, Pocket B, Vasant Kunj, 110070, Sector 5, Vasant Kunj, New Delhi, Delhi",schools in india,4.1,(331),011 4326 1200,"https://www.google.com/maps/place/Delhi+Public+School+Vasant+Kunj/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1c32ad4ee5ef:0x6c14b01687ecdf89!8m2!3d28.5376174!4d77.148103!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fm%2F02qhqmh?entry=ttu"
Vasant Valley School,"Vasant Kunj Rd, Pocket 7, Sector C, Vasant Kunj, New Delhi, Delhi 110070",schools in india,4.2,(243),011 4176 7940,"https://www.google.com/maps/place/Vasant+Valley+School/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1c2dca9fdfe5:0xd8b5e5dc38264933!8m2!3d28.5334421!4d77.1442744!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16zL20vMDV2cGMw?entry=ttu"
ASN International School,"Khudi Ram Bose Marg, opposite State Bank of India, Pocket 4, Mayur Vihar, New Delhi, Delhi, 110091",schools in india,4.1,(62),011 2271 5330,"https://www.google.com/maps/place/ASN+International+School/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce49edb0f9aef:0x2102a8b6caea2be!8m2!3d28.6042!4d77.2938465!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11b7cj3kv6?entry=ttu"
Bluebells School International,"H65Q+C45, Lala Lajpat Rai Rd, opposite Lady Shri Ram College For Women–Delhi University (LSR–DU), Block C, Kailash Colony, Greater Kailash, New Delhi, Delhi 110048",schools in india,4.1,(232),011 2923 5679,"https://www.google.com/maps/place/Bluebells+School+International/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce3ac64f4d47b:0xbe9ff381da044d5e!8m2!3d28.5585017!4d77.2378603!15sChBzY2hvb2xzIGluIGluZGlhkgEUaW50ZXJuYXRpb25hbF9zY2hvb2zgAQA!16s%2Fg%2F11b8ksprhd?entry=ttu"
The Indian Heights School Dwarka,"H363+Q62, Sector 23, Dwarka, New Delhi, Delhi, 110075",schools in india,4.1,(324),011 4558 6511,"https://www.google.com/maps/place/The+Indian+Heights+School+Dwarka/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1aff628904f1:0xb2c8484024e51487!8m2!3d28.5618979!4d77.0530283!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fm%2F0wblmbc?entry=ttu"
Richmondd Global School,"N.S. Road, Opp. Inder Enclave, Mianwali Nagar, Paschim Vihar, New Delhi, Delhi 110087",schools in india,4.3,(736),093120 83145,"https://www.google.com/maps/place/Richmondd+Global+School/@28.4736157,76.9018103,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d046b6ffd26ad:0x503e3cfebff3a847!8m2!3d28.6789777!4d77.085104!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fg%2F11b824x4b7?entry=ttu"
St. Xavier's Senior Secondary School,"4, Raj Niwas Marg, Ludlow Castle, Civil Lines, Delhi, 110054",schools in india,4.4,(641),011 4703 5093,"https://www.google.com/maps/place/St.+Xavier's+Senior+Secondary+School/@28.6789777,76.7802334,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cfda500000001:0xa5c2261dd083e8da!8m2!3d28.6728144!4d77.2229354!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fm%2F027fcf3?entry=ttu"
Great India International School,"94/20, Vishal Enclave, Vishal Bagh, Bawana Road, Narela, Delhi, 110040",schools in india,4.8,(8),N/A,"https://www.google.com/maps/place/Great+India+International+School/@28.6789777,76.7802334,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390da9af9888d79f:0x72b3b4f289ef0f9!8m2!3d28.8288265!4d77.0665752!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11fzm6vfl1?entry=ttu"
Guru Harkrishn Public School,"1, Purana Quila Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110001",schools in india,4.0,(153),011 2307 2018,"https://www.google.com/maps/place/Guru+Harkrishn+Public+School/@28.6789777,76.7802334,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce2d712896dad:0x7cb1c40aa287d091!8m2!3d28.6158843!4d77.2360645!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fg%2F1v93zg0k?entry=ttu"
Pathways School Noida,"Sector 100, Noida, Uttar Pradesh 201301",schools in india,4.3,(339),0120 461 7000,"https://www.google.com/maps/place/Pathways+School+Noida/@28.5424799,77.0616675,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce60629c8d86b:0x7f84b779fcf2a28c!8m2!3d28.5424799!4d77.3665381!15sChBzY2hvb2xzIGluIGluZGlhkgEUaW50ZXJuYXRpb25hbF9zY2hvb2zgAQA!16s%2Fg%2F1vc6bs26?entry=ttu"
Bal Bharati Public School,"Rd Number 203, opp. ICICI Bank, Sector 12 Dwarka, Dwarka, New Delhi, Delhi, 110078",schools in india,4.6,(849),011 2803 1970,"https://www.google.com/maps/place/Bal+Bharati+Public+School/@28.5956105,76.7350778,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1acac7eaf4fb:0x3d3158a8b4a48b7c!8m2!3d28.5956105!4d77.0399484!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fg%2F11c6qrlhh5?entry=ttu"
GD Goenka Public School,"A2, Dr Major Ashwini Kanwa Marg, opp. District park, A 2 Block, Paschim Vihar, New Delhi, Delhi, 110063",schools in india,4.4,(274),011 3501 1027,"https://www.google.com/maps/place/GD+Goenka+Public+School/@28.5956105,76.7350778,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d0476ca1b8a8d:0x497236c7b6645952!8m2!3d28.6733977!4d77.0971445!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fg%2F11fz9z1lpz?entry=ttu"
Indian National Public School,"E-78A, E Block, Pocket E, Sector 20, Noida, Uttar Pradesh 201301",schools in india,3.1,(76),0120 432 0879,"https://www.google.com/maps/place/Indian+National+Public+School/@28.5833672,77.0285179,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce5ab5b8ab68d:0x543dfcff9247a559!8m2!3d28.5833672!4d77.3333885!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16s%2Fg%2F1td4y6_t?entry=ttu"
Bal Bhavan International School,"Sector 12, Dwarka, New Delhi, New Delhi, Delhi 110075",schools in india,4.2,(379),011 4999 7999,"https://www.google.com/maps/place/Bal+Bhavan+International+School/@28.5953581,76.7375916,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1acf812826cb:0x4a6080504973fe65!8m2!3d28.5953581!4d77.0424622!15sChBzY2hvb2xzIGluIGluZGlhkgEUaW50ZXJuYXRpb25hbF9zY2hvb2zgAQA!16s%2Fm%2F0pcw723?entry=ttu"
Kings College India - Rohtak,"A1, Sector-5, Rohtak, Haryana 124001",schools in india,4.3,(77),070820 05414,"https://www.google.com/maps/place/Kings+College+India+-+Rohtak/@28.909752,76.312164,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d856ac887f979:0xe2815b89f98c94ec!8m2!3d28.909752!4d76.6170346!15sChBzY2hvb2xzIGluIGluZGlhkgEUaW50ZXJuYXRpb25hbF9zY2hvb2zgAQA!16s%2Fg%2F11bcf2wtg_?entry=ttu"
G.D Goenka Public School,"Bhagwan Mahaveer Rd, Pocket 8, Sector B, Vasant Kunj, New Delhi, Delhi 110070",schools in india,3.8,(196),011 2612 2723,"https://www.google.com/maps/place/G.D+Goenka+Public+School/@28.5285097,76.8499198,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1dd6a4210b1d:0x1dd852cea012d439!8m2!3d28.5285097!4d77.1547904!15sChBzY2hvb2xzIGluIGluZGlhkgELY2JzZV9zY2hvb2zgAQA!16zL20vMDZiN3F0?entry=ttu"
LALIT MAHAJAN SVM SR. SEC. SCHOOL,"H545+7Q5, near CPWD Colony, Indian Air Lines & Air India Estate, Vasant Vihar, New Delhi, Delhi 110057",schools in india,4.3,(119),078278 58957,"https://www.google.com/maps/place/LALIT+MAHAJAN+SVM+SR.+SEC.+SCHOOL/@28.5285097,76.8499198,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1db0a4998641:0x5cf9c74acdd69cd6!8m2!3d28.555642!4d77.159481!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F124ylxspm?entry=ttu"
Cyboard School,"310-311, 3rd Floor, Vipul Agora, Mehrauli-Gurgaon Rd, Chakkarpur, Sector 28, Gurugram, Sarhol, Haryana 122002",schools in india,4.6,(143),095195 19521,"https://www.google.com/maps/place/Cyboard+School/@28.5285097,76.8499198,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d1992870dfc8b:0xc551b1bd1b77bc3c!8m2!3d28.4791463!4d77.0856269!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11px36wkpq?entry=ttu"
"THE ARDEE SCHOOL, New Friends Colony","Yasho Bhawan, Maulana Mohammad Ali Jauhar Marg, New Friends Colony, New Delhi, Delhi 110025",schools in india,3.9,(44),1800 102 7333,"https://www.google.com/maps/place/THE+ARDEE+SCHOOL,+New+Friends+Colony/@28.5285097,76.8499198,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce3e326f29d29:0xda00946785c3f8db!8m2!3d28.5609499!4d77.2758475!15sChBzY2hvb2xzIGluIGluZGlhkgEQc2Vjb25kYXJ5X3NjaG9vbOABAA!16s%2Fg%2F11fjxg4n9c?entry=ttu"
Mother India Senior Secondary School,"Gawalison, State Highway 20, Charkhi Dadri - Jhajjar Road, Jhajjar, Haryana 127306",schools in india,3.8,(24),098136 12691,"https://www.google.com/maps/place/Mother+India+Senior+Secondary+School/@28.6010574,76.2499679,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d7b792b918f35:0x9480fdd368db2d2f!8m2!3d28.6010574!4d76.5548385!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11cn932s4x?entry=ttu"
Government Boys Senior Secondary School,"CR DII/12, Pandara Rd, Pandara Park, India Gate, New Delhi, Delhi 110003",schools in india,4.2,(37),011 2338 1065,"https://www.google.com/maps/place/Government+Boys+Senior+Secondary+School/@28.6052615,76.9289347,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce2dc4b8f6109:0x480d463096975814!8m2!3d28.6052615!4d77.2338053!15sChBzY2hvb2xzIGluIGluZGlhkgERZ292ZXJubWVudF9zY2hvb2zgAQA!16s%2Fg%2F124s_2g3f?entry=ttu"
Sheffield School Ashok Vihar,"122, C3 Block Service Ln, Ashok Vihar II, Pocket C 3, Phase 2, Ashok Vihar, Delhi, 110052",schools in india,5.0,(19),082877 71414,"https://www.google.com/maps/place/Sheffield+School+Ashok+Vihar/@28.6052615,76.9289347,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390d0350f78f4a47:0xfa125c264ea7f0cb!8m2!3d28.6967712!4d77.1728504!15sChBzY2hvb2xzIGluIGluZGlhkgEJcHJlc2Nob29s4AEA!16s%2Fg%2F11ty6wvkbl?entry=ttu"
Pratibha International School,"pradhan market, near lily communication, Wazidpur, Block A, Sector 63, Noida, Uttar Pradesh 201301",schools in india,4.5,(48),083686 35131,"https://www.google.com/maps/place/Pratibha+International+School/@28.6052615,76.9289347,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce5ca359ff3dd:0xf638ca6d80a0a597!8m2!3d28.6234426!4d77.3771475!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F11gj4ksgp7?entry=ttu"
Adarsh Vidya Niketan Public School,"25, Shiv Mandir Gali, opp. Central Bank of India, Ambedkar Basti, Maujpur, Shahdara, Delhi, 110053",schools in india,4.1,(35),093105 60332,"https://www.google.com/maps/place/Adarsh+Vidya+Niketan+Public+School/@28.6052615,76.9289347,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390cfc6efe25acf1:0x5831aa010e5a76e9!8m2!3d28.6882156!4d77.2722239!15sChBzY2hvb2xzIGluIGluZGlhkgEGc2Nob29s4AEA!16s%2Fg%2F12mkvmvg0?entry=ttu"
Sunrise India Public School,"C 400, Vinod Nagar New, C-400, Vinod Nagar W, Vinod Nagar, F Block, Mandali, New, New Delhi, Delhi 110092",schools in india,N/A,N/A,092132 78158,"https://www.google.com/maps/place/Sunrise+India+Public+School/@28.6052615,76.9289347,11z/data=!4m10!1m2!2m1!1sschools+in+india!3m6!1s0x390ce4b2041eaaab:0x356e12062003f6d2!8m2!3d28.6257568!4d77.2983597!15sChBzY2hvb2xzIGluIGluZGlhkgEYZ2VuZXJhbF9lZHVjYXRpb25fc2Nob29s4AEA!16s%2Fg%2F11sj8ls36g?entry=ttu"
University of Delhi,"Benito Juarez Marg, South Campus, South Moti Bagh, New Delhi, Delhi 110021",Universities in india,4.2,"(3,029)",011 2700 6900,"https://www.google.com/maps/place/University+of+Delhi/@28.6050622,76.9289338,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1d11d2b09007:0x853501a569b49e3c!8m2!3d28.5842824!4d77.1638519!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOaGFYUmlValZuUlJBQuABAA!16zL20vMDUweHBk?entry=ttu"
Jawaharlal Nehru University,"New Mehrauli Road, JNU Ring Rd, New Delhi, 110067",Universities in india,4.4,(756),099680 92501,"https://www.google.com/maps/place/Jawaharlal+Nehru+University/@28.6050622,76.9289338,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1dc0ea0183b7:0xefd8d19ac7f061e7!8m2!3d28.5398035!4d77.1664047!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSQ2JqVnRhbWwzUlJBQuABAA!16zL20vMDU2anRs?entry=ttu"
Sushant University,"Golf Course Rd, Huda, Sushant Lok 2, Sector 55, Gurugram, Haryana 122003",Universities in india,4.0,(652),1800 270 5520,"https://www.google.com/maps/place/Sushant+University/@28.6050622,76.9289338,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390d1f5632b0e589:0x468c9e8a5594c584!8m2!3d28.429753!4d77.111674!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSNGNUUlBPV1YzRUFF4AEA!16s%2Fm%2F03d8798?entry=ttu"
Lingaya's Vidyapeeth,"Nachauli, Jasana, Old, Road, Faridabad, Haryana 121002",Universities in india,3.8,(806),0129 259 8200,"https://www.google.com/maps/place/Lingaya's+Vidyapeeth/@28.6050622,76.9289338,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390cc3a7e6aaaaab:0xc31e10893b9ee964!8m2!3d28.4091583!4d77.4039077!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOb2VWbEhkSHBuUlJBQuABAA!16s%2Fm%2F0h7m1wf?entry=ttu"
Indraprastha Institute of Information Technology Delhi,"Okhla Industrial Estate, Phase III, near Govind Puri Metro Station, New Delhi, Delhi 110020",Universities in india,4.5,(995),011 2690 7400,"https://www.google.com/maps/place/Indraprastha+Institute+of+Information+Technology+Delhi/@28.6050622,76.9289338,11z/data=!4m10!1m2!2m1!1sUniversities+in+india!3m6!1s0x390ce3e564daac1d:0x2c582e340e7bc556!8m2!3d28.5458541!4d77.2731762!15sChVVbml2ZXJzaXRpZXMgaW4gaW5kaWFaFyIVdW5pdmVyc2l0aWVzIGluIGluZGlhkgEKdW5pdmVyc2l0eZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOUGFtWnlORTkzRUFF4AEA!16s%2Fg%2F11bc5q5mqf?entry=ttu"
